Date and Time of initial call,Date and time of Ranger response,Borough,Property,Location,Species Description,Call Source,Species Status,Animal Condition,Duration of Response,Age,Animal Class,311SR Number,Final Ranger Action,# of Animals,PEP Response,Animal Monitored,Rehabilitator,Hours spent monitoring,Police Response,ESU Response,ACC Intake Number
10/04/2020 02:30:00 PM,10/04/2020 02:30:00 PM,Manhattan,Riverside Park,"W 73rd & Riverside Drive, lower level",Cockatiel,Employee,Domestic,Healthy,2,Adult,Birds,311-0418-2578,ACC,1,false,false,,,false,false,104354
10/04/2020 12:15:00 PM,10/04/2020 12:16:00 PM,Staten Island,Blue Heron Park,Blue Heron Nature Center,Gray Catbird,Public,Native,Injured,1.5,Adult,Birds,,Relocated/Condition Corrected,1,false,true,,0.5,false,false,
10/03/2020 04:00:00 PM,10/03/2020 04:30:00 PM,Bronx,Van Cortlandt Park,Golf House,Mallard Duck,Central,Native,Injured,2,Adult,Birds,,Monitored Animal,1,false,true,,2,false,false,
10/03/2020 01:30:00 PM,10/03/2020 02:30:00 PM,Bronx,Van Cortlandt Park,Golf House,Domestic Duck,Central,Domestic,Healthy,1,Adult,Birds,311-04169311,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
10/02/2020 08:20:00 PM,10/03/2020 09:00:00 AM,Staten Island,Snug Harbor Cultural Center,"By the Hendersen Avenue entrance.  GPS 40.639565, -74.103314",Raccoon,Employee,Native,DOA,2.25,Adult,Small Mammals-RVS,311-04158842,Relocated/Condition Corrected,1,false,false,,,false,false,
10/02/2020 11:00:00 AM,10/02/2020 11:30:00 PM,Manhattan,Sara D. Roosevelt Park,Next to the garden on fosyth,Virginia Opossum,Public,Native,Injured,3,Adult,Small Mammals-non RVS,311-04158043,ACC,1,false,false,,,false,false,104172
10/02/2020 11:30:00 AM,10/02/2020 11:45:00 AM,Brooklyn,McCarren Park,150 N 12th Street,Bird (Unknown),Central,Native,Injured,1,Adult,Birds,,Unfounded,0,false,false,,,false,false,
10/01/2020 02:00:00 PM,10/01/2020 02:00:00 PM,Staten Island,Blue Heron Park,Spring Pond,Eastern Gray Squirrel,Observed by Ranger,Native,Unhealthy,1,Juvenile,Small Mammals-non RVS,311-04146961,ACC,1,false,false,,,false,false,104115
09/30/2020 01:11:00 PM,09/30/2020 01:30:00 PM,Brooklyn,John Paul Jones Park,By Fort Hamilton and 101 street,Rock Dove,Central,Native,Injured,3.5,Adult,Birds,311-04135147,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
09/30/2020 11:00:00 AM,09/30/2020 11:05:00 AM,Brooklyn,Coney Island Creek Park,Across the street from 3602 Bayview Avenue,Red-Eared Slider,Employee,Invasive,Healthy,1.5,Adult,Terrestrial Reptile or Amphibian,311-04134628,ACC,2,true,false,,,false,false,"103963, 103964"
09/30/2020 01:25:00 PM,09/30/2020 02:00:00 PM,Manhattan,Central Park,E72nd & 5th ave. On the main walking path going down to Conservatory Waters,Eastern Gray Squirrel,"Conservancies/""Friends of"" Groups",Native,Injured,1,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,
09/30/2020 09:10:00 AM,09/30/2020 09:20:00 AM,Manhattan,Central Park,"Tennis Center Restroom, West Drive & W94th",Cat,Employee,Domestic,Healthy,2,Adult,Domestic,311-04135313,ACC,1,false,false,,,false,false,103956
09/29/2020 04:45:00 PM,09/29/2020 05:00:00 PM,Manhattan,East River Esplanade,"East of Pier 42 at Jackson Street and East River Esplanade, along the river",Softshell Turtle,Public,Exotic,Unhealthy,2,Adult,Terrestrial Reptile or Amphibian,311-04135987,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
09/28/2020 12:00:00 PM,09/28/2020 02:00:00 PM,Brooklyn,Prospect Park,Near Bartell Pritchard,Chukar,"Conservancies/""Friends of"" Groups",Exotic,N/A,1,Adult,Birds,,Unfounded,0,false,false,,,false,false,
09/29/2020 02:45:00 PM,09/29/2020 03:00:00 PM,Staten Island,Blue Heron Park,Blue Heron Nature Center,Domestic Duck,Public,Domestic,Healthy,1.25,Juvenile,Birds,,ACC,1,false,false,,,false,false,103921
09/29/2020 12:15:00 PM,09/29/2020 12:20:00 PM,Queens,Forest Park,Forest Park Drive and Jackie Robinson Parkway,Guineafowl,Employee,Exotic,Healthy,1,Adult,Birds,311-04127578,ACC,1,false,false,,,false,false,103902
09/28/2020 02:13:00 PM,09/29/2020 09:10:00 AM,Queens,Rockaway Beach and Boardwalk,Beach 28th to 56th Street,American Oystercatcher,Public,Native,Injured,1.5,Adult,Birds,,Monitored Animal,3,false,true,,0.75,false,false,
09/28/2020 01:00:00 PM,09/28/2020 01:15:00 PM,Manhattan,Central Park,Adventure playground,Raccoon,"Conservancies/""Friends of"" Groups",Native,Healthy,0.5,Adult,Small Mammals-RVS,n/a,Relocated/Condition Corrected,1,false,false,,,false,false,
09/27/2020 01:30:00 PM,09/27/2020 01:45:00 PM,Brooklyn,Prospect Park,V/O boathouse,Mallard Duck,Central,Native,Injured,3,Adult,Birds,,Rehabilitator,1,false,true,Wild Bird Fund,1.5,false,false,
09/28/2020 02:13:00 PM,09/28/2020 02:40:00 PM,Queens,Rockaway Beach and Boardwalk,On the sand at Beach 34th St,American Oystercatcher,Public,Native,Injured,2.25,Adult,Birds,,Unfounded,0,false,false,,,false,false,
09/28/2020 08:15:00 AM,09/28/2020 08:20:00 AM,Staten Island,Blue Heron Park,Blue Heron Nature Center,Common Snapping Turtle,Observed by Ranger,Native,Healthy,0.25,Infant,Terrestrial Reptile or Amphibian,,Relocated/Condition Corrected,1,false,false,,,false,false,
09/27/2020 10:40:00 AM,09/27/2020 11:00:00 AM,Queens,Flushing Meadows Corona Park,Ball field 13,Raccoon,Central,Native,Unhealthy,2,Juvenile,Small Mammals-RVS,311-04104054,ACC,1,true,false,,,false,false,
09/26/2020 11:00:00 AM,09/26/2020 12:00:00 PM,Brooklyn,Prospect Park,Peninsula,Mallard Duck,Employee,Native,Injured,1,Adult,Birds,,Unfounded,0,false,false,,,false,false,
09/26/2020 01:15:00 PM,09/26/2020 01:15:00 PM,Manhattan,Fort Tryon Park,West of Dog Run,Domestic Dove,Observed by Ranger,Domestic,Healthy,0.25,Adult,Birds,,Advised/Educated others,1,false,false,,,false,false,
09/26/2020 12:45:00 PM,09/26/2020 02:00:00 PM,Bronx,Van Cortlandt Park,Baseball Field,Striped Skunk,Central,Native,Injured,0.75,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,false,false,,,false,true,
09/26/2020 12:45:00 PM,09/26/2020 01:00:00 PM,Bronx,Van Cortlandt Park,Tennis Court,Eastern Gray Squirrel,Central,Native,N/A,1,Adult,Small Mammals-non RVS,,Unfounded,0,false,false,,,false,false,
09/26/2020 09:25:00 AM,09/26/2020 09:40:00 AM,Queens,Barrier Playground,Horace Harding Expwy and 62 Ave,Virginia Opossum,Central,Native,Injured,0.75,Adult,Small Mammals-non RVS,,Unfounded,0,false,false,,,false,false,
09/26/2020 09:30:00 AM,09/26/2020 12:30:00 PM,Brooklyn,Msgr. McGolrick Park,By Driggs Avenue and Russell Street,Eastern Gray Squirrel,Central,Native,N/A,0.5,Adult,Small Mammals-non RVS,,Unfounded,0,false,false,,,false,false,
09/25/2020 01:30:00 PM,09/25/2020 02:45:00 PM,Manhattan,Morningside Park,"West 121st st and Morningside Drive 40.809228, -73.957066",Raccoon,Employee,Native,Unhealthy,1,Adult,Small Mammals-RVS,311-04081601,ACC,1,false,false,,,false,false,103638
09/24/2020 12:00:00 PM,09/24/2020 12:00:00 PM,Brooklyn,Calvert Vaux Park,Forested area along southern waterfront,White-tailed Deer,Observed by Ranger,Native,Healthy,3,Adult,Deer,,Monitored Animal,1,false,true,,2,false,false,
09/24/2020 04:30:00 PM,09/24/2020 05:00:00 PM,Manhattan,Central Park,"Pilgrim Hill, 72nd St West of 5Th Ave",Eastern Gray Squirrel,Public,Native,DOA,0.5,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,
09/24/2020 04:45:00 PM,09/24/2020 12:00:00 AM,Staten Island,Silver Lake Park,In tennis court,Eastern Gray Squirrel,Employee,Native,Healthy,1.5,Juvenile,Small Mammals-non RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,
09/23/2020 08:36:00 AM,09/23/2020 08:55:00 AM,Manhattan,Riverside Park,143rd Street and Riverside Drive,Cat,Central,Domestic,N/A,0.75,Adult,Domestic,,Unfounded,0,false,false,,,false,false,
09/30/2020 08:45:00 AM,09/23/2020 09:00:00 AM,Queens,Alley Pond Park,Oakland Lake,Dog,Central,Domestic,Injured,1,Adult,Domestic,,Unfounded,0,false,false,,,false,false,
09/22/2020 11:30:00 AM,09/22/2020 11:00:00 AM,Manhattan,Fort Washington Park,"Fort Washington Soccer Field, near 164th St",Domestic Duck,Public,Domestic,Healthy,1.5,Adult,Birds,,Monitored Animal,1,false,true,,1.5,false,false,
09/21/2020 11:30:00 AM,09/21/2020 11:50:00 AM,Manhattan,Central Park,East Dr and 79th St,Eastern Gray Squirrel,"Conservancies/""Friends of"" Groups",Native,Injured,1,Adult,Small Mammals-non RVS,n/a,Relocated/Condition Corrected,1,false,false,,,false,false,
09/21/2020 04:25:00 PM,09/21/2020 04:25:00 PM,Bronx,Van Cortlandt Park,Van Cortlandt Lake,Canada Goose,Observed by Ranger,Native,Healthy,0.1,Adult,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,
09/20/2020 12:00:00 PM,09/20/2020 03:45:00 PM,Manhattan,Union Square Park,Playground,Striped Skunk,Central,Native,DOA,0.5,Adult,Small Mammals-RVS,311-04028078,Relocated/Condition Corrected,1,false,false,,,false,false,
09/20/2020 01:30:00 PM,09/20/2020 01:35:00 PM,Staten Island,Green street,N. Bridge Street and Veterans Road West,Chicken,Employee,Domestic,Injured,0.75,Adult,Birds,311-04028684,ACC,1,false,false,,,false,false,10332
09/20/2020 12:00:00 PM,09/20/2020 12:00:00 PM,Brooklyn,Prospect Park,"Prospect Park Lake, Across Vanderbilt Playground",Red-Eared Slider,Public,Invasive,Healthy,0.5,Infant,Terrestrial Reptile or Amphibian,,Relocated/Condition Corrected,1,false,false,,,false,false,
09/19/2020 02:40:00 PM,09/19/2020 03:00:00 PM,Staten Island,Clove Lakes Park,Near FDNY building,Raccoon,Employee,Native,DOA,0.75,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,true,false,,,false,false,
09/19/2020 11:00:00 AM,09/19/2020 11:30:00 AM,Manhattan,Morningside Park,West 122nd and Morningside Drive inside the Park,Raccoon,Employee,Native,Unhealthy,3,Juvenile,Small Mammals-RVS,311-04015876,ACC,1,true,true,,1,false,false,103246
09/18/2020 07:06:00 PM,09/19/2020 09:00:00 AM,Staten Island,Wolfe's Pond Park,Near pond,Virginia Opossum,Other,Native,Unhealthy,0.5,Adult,Small Mammals-non RVS,,Unfounded,0,false,false,,,false,false,
09/16/2020 11:00:00 AM,09/17/2020 01:00:00 PM,Manhattan,Union Square Park,Playground,Striped Skunk,Central,Native,Healthy,0.5,Adult,Small Mammals-RVS,,Monitored Animal,1,false,false,,,false,false,
09/16/2020 05:15:00 PM,09/16/2020 05:30:00 PM,Manhattan,Central Park,79th St and Central Park E Dr,Carolina Wren,Public,Native,Injured,1,Adult,Birds,311-03983095,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
09/16/2020 04:40:00 PM,09/16/2020 04:40:00 PM,Manhattan,Inwood Hill Park,Indian Road Playground,Dog,Public,Domestic,N/A,1,Adult,Domestic,,Unfounded,0,false,false,,,false,false,
09/16/2020 10:55:00 AM,09/16/2020 11:00:00 AM,Manhattan,Union Square Park,The eastern most slide in Evelyn's Playground,Striped Skunk,Central,Native,Healthy,1.75,Adult,Small Mammals-RVS,,Monitored Animal,1,false,true,,1,false,true,
09/16/2020 09:10:00 AM,09/16/2020 09:30:00 AM,Queens,Rockaway Beach and Boardwalk,Beach 33rd street and shoreline,American Oystercatcher,Employee,Native,Injured,1,Adult,Birds,,Monitored Animal,3,false,true,,0.75,false,false,
09/15/2020 02:30:00 PM,09/15/2020 02:30:00 PM,Brooklyn,Prospect Park,Boat House,Canada Goose,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1,Adult,Birds,311-03970316,ACC,1,false,false,,,false,false,
09/15/2020 08:20:00 AM,09/15/2020 08:30:00 AM,Brooklyn,McCarren Park,Lorimer and Driggs,Bird (Unknown),Central,Native,N/A,1,Adult,Birds,,Unfounded,0,false,false,,,false,false,
09/14/2020 01:30:00 PM,09/14/2020 01:34:00 PM,Staten Island,Bloomingdale Park,Soccer field construction site,Herring Gull,Central,Native,Unhealthy,4.5,Juvenile,Birds,311-03958789,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
09/15/2020 08:45:00 AM,09/15/2020 08:50:00 AM,Staten Island,Owl Hollow Fields,soccer fields,Striped Skunk,Central,Native,Injured,1,Adult,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,
09/14/2020 11:25:00 AM,09/14/2020 11:30:00 AM,Staten Island,Clove Lakes Park,stone bridge next to Stone House Restaurant  in the park,Great Blue Heron,Central,Native,Healthy,2.25,Juvenile,Birds,,Advised/Educated others,1,false,false,,,false,false,
09/14/2020 12:00:00 AM,09/14/2020 01:30:00 PM,Bronx,Van Cortlandt Park,Parade Ground adjacent to Dog Run,Mute Swan,Public,Invasive,Healthy,0.5,Juvenile,Birds,,Monitored Animal,1,false,true,,0.5,false,false,
09/14/2020 12:30:00 PM,09/14/2020 12:35:00 PM,Queens,Rockaway Beach and Boardwalk,Between Beach 27th and Beach 32nd Streets,Herring Gull,Central,Native,Injured,1,Adult,Birds,,Unfounded,0,true,false,,,false,false,
09/13/2020 05:46:00 PM,09/13/2020 05:47:00 PM,Staten Island,Blue Heron Park,Harold ave and Koch blvd,Dog,Public,Domestic,N/A,0.25,Adult,Domestic,,Unfounded,0,false,false,,,false,false,
09/14/2020 08:40:00 AM,09/14/2020 09:00:00 AM,Queens,Rockaway Beach and Boardwalk,Beach 123rd St,Herring Gull,Employee,Native,Injured,2,Juvenile,Birds,311-03956975,ACC,1,false,false,,,false,false,102819
09/13/2020 11:30:00 AM,09/13/2020 11:30:00 AM,Brooklyn,Prospect Park,Garfield Place and Prospect Park West,Eastern Gray Squirrel,Employee,Native,Healthy,2,Infant,Small Mammals-non RVS,,Relocated/Condition Corrected,1,false,true,,2,false,false,
09/13/2020 09:00:00 AM,09/13/2020 09:40:00 AM,Brooklyn,McCarren Park,Searched entire Park,Bird (Unknown),Central,N/A,N/A,1,Juvenile,Birds,311-03935429,Unfounded,0,false,false,,,false,false,
09/13/2020 10:20:00 AM,09/13/2020 12:50:00 PM,Staten Island,Brookfield Park,employee parking lot,Domestic Rabbit,Employee,Domestic,N/A,2.25,Juvenile,Small Mammals-non RVS,,Unfounded,0,false,false,,,false,false,
09/13/2020 11:10:00 AM,09/13/2020 11:35:00 AM,Staten Island,Eibs Pond Park,Park Hill Ave and Hanover Ave,Domestic Duck,Central,Domestic,Unhealthy,1.5,Infant,Birds,311-03945550,ACC,2,false,false,,,false,false,102779 and 102780
09/12/2020 04:50:00 PM,09/12/2020 04:50:00 PM,Manhattan,Blake Hobbs Playground,near play equipment,Black-and-white Warbler,Observed by Ranger,Native,DOA,0.25,Adult,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,
09/12/2020 11:00:00 AM,09/12/2020 11:00:00 AM,Manhattan,Central Park,East 102nd Street and East Drive,Red-eared Slider,Public,Invasive,Healthy,0.25,Adult,Terrestrial Reptile or Amphibian,,Relocated/Condition Corrected,1,false,false,,,false,false,
09/12/2020 08:45:00 AM,09/12/2020 09:30:00 AM,Brooklyn,Herbert Von King Park,Laffayette.,Bird (Unknown),Central,Native,Injured,0.75,Adult,Birds,,Unfounded,0,false,false,,,false,false,
09/12/2020 11:00:00 AM,09/12/2020 11:00:00 AM,Staten Island,Clove Lakes Park,stream from Clove Lake,Great Blue Heron,Public,Native,Unhealthy,4.5,Adult,Birds,311-03933509,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
09/11/2020 08:00:00 PM,09/12/2020 08:30:00 AM,Staten Island,Clove Lakes Park,Near Victory Blvd.,Great Blue Heron,Other,Native,Injured,2,Adult,Birds,,Unfounded,0,false,false,,,false,false,
09/11/2020 04:20:00 PM,09/12/2020 09:00:00 AM,Staten Island,Jones Woods Park,Near hill,Wild Turkey,Public,Native,Injured,1,Adult,Birds,,Unfounded,0,false,false,,,false,false,
09/11/2020 04:20:00 PM,09/11/2020 04:40:00 PM,Staten Island,Jones Woods Park,Lafayette Ave and Brighton Street,Wild Turkey,Public,Native,Injured,1.5,Adult,Birds,,Unfounded,0,false,false,,,false,false,
09/10/2020 04:24:00 PM,09/10/2020 04:45:00 PM,Manhattan,John Jay Park,The Pool near the Playgound at John Jay Park,Red-tailed Hawk,Public,Native,Injured,3,Adult,Raptors,311-03912785,Rehabilitator,1,false,false,Bobby Horvath,,false,false,
09/10/2020 01:45:00 PM,09/10/2020 01:50:00 PM,Queens,Alley Pond Park,Oakland Lake near Cloverdale Blvd and 46 Ave,Domestic Duck,Public,Domestic,Unhealthy,2.5,Juvenile,Birds,311-03910738,ACC,2,false,false,,,false,false,"102609, 102610"
09/10/2020 01:00:00 PM,09/10/2020 02:00:00 PM,Bronx,Bronx Park,2120 Boston Road,Domestic Duck,Central,Domestic,N/A,1,Adult,Domestic;#Birds,,Unfounded,0,false,false,,,false,false,
09/10/2020 10:30:00 AM,09/10/2020 10:30:00 AM,Staten Island,Clove Lakes Park,On log near stone house bridge,Great Blue Heron,Public,Native,Injured,0.5,Juvenile,Birds,,Monitored Animal,1,false,true,,0.5,false,false,
09/10/2020 01:00:00 PM,09/10/2020 01:10:00 PM,Brooklyn,Prospect Park,By the Boat House,Chicken,"Conservancies/""Friends of"" Groups",Domestic,Injured,1,Adult,Domestic,311-03909845,ACC,1,false,false,,,false,false,102574
09/10/2020 11:30:00 AM,09/10/2020 11:45:00 AM,Manhattan,Central Park,"W 90th St and West Drive, by the Reservoir",Raccoon,Central,Native,Healthy,0.5,Adult,Small Mammals-RVS,311-03907680,Advised/Educated others,1,false,false,,,false,false,
09/09/2020 04:15:00 PM,09/09/2020 04:30:00 PM,Staten Island,Snug Harbor Cultural Center,By white garden,White-tailed Deer,Central,Native,Injured,4,Infant,Deer,311-03900739,ACC,1,false,false,,,false,false,102548
09/09/2020 12:30:00 PM,09/09/2020 04:25:00 PM,Manhattan,Central Park,Safari Playground,Eastern Gray Squirrel,"Conservancies/""Friends of"" Groups",Native,Healthy,0.5,Adult,Small Mammals-non RVS,,Advised/Educated others,1,false,false,,,false,false,
09/09/2020 10:15:00 AM,09/09/2020 10:15:00 AM,Manhattan,Central Park,"Conservatory Water, 74th & 5th ave",Mallard Duck,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1.25,Adult,Birds,311-03897310,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
09/09/2020 07:30:00 AM,09/09/2020 07:50:00 AM,Manhattan,Central Park,"82nd & E. Drive, behind the Met, in Elm tree",Raccoon,Employee,Native,N/A,0.5,Infant,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,
09/09/2020 08:00:00 AM,09/09/2020 08:25:00 AM,Staten Island,Clove Lakes Park,Boat launch,Great Blue Heron,Public,Native,Injured,1.25,Juvenile,Birds,,Monitored Animal,1,false,true,,0.25,false,false,
09/07/2020 12:40:00 PM,09/07/2020 12:50:00 PM,Manhattan,Central Park,Belvedere Castle,Raccoon,"Conservancies/""Friends of"" Groups",Native,Healthy,0.75,Juvenile,Small Mammals-RVS,n/a,Relocated/Condition Corrected,1,false,false,,,false,false,
09/08/2020 08:30:00 AM,09/08/2020 08:30:00 AM,Brooklyn,Marine Park,"East side nature trail, lookout hill",Eastern Box Turtle,Observed by Ranger,Native,Healthy,1,Adult,Terrestrial Reptile or Amphibian,,Rehabilitator,1,false,true,Narrows Botanical Garden,6,false,false,
09/08/2020 09:20:00 AM,09/08/2020 09:30:00 AM,Manhattan,Central Park,"E 82nd Street and Central Park Drive, behind the Met",Raccoon,Employee,Native,Healthy,1,Infant,Small Mammals-RVS,,Monitored Animal,1,false,true,,0.75,false,false,
09/07/2020 09:45:00 AM,09/07/2020 09:55:00 AM,Queens,Jacob Riis Beach,On beach between lifeguard chairs near Art Deco building,Herring Gull,Central,Native,Injured,2.25,Adult,Birds,311-03874233,ACC,1,false,false,,,false,false,102386
09/06/2020 02:45:00 PM,09/06/2020 03:10:00 PM,Bronx,Pelham Bay Park,Orchard Beach Basketball Courts,Raccoon,Employee,Native,Healthy,1,Adult,Small Mammals-RVS,,Advised/Educated others,1,false,true,,1,true,true,
09/06/2020 03:00:00 PM,09/06/2020 03:00:00 PM,Manhattan,Morningside Park,Morningside Pond,Double-crested Cormorant,Public,Native,Unhealthy,1,Juvenile,Birds,311-03853826,Rehabilitator,1,false,true,Wild Bird Fund,1,false,false,
09/05/2020 01:15:00 PM,09/05/2020 01:45:00 PM,Bronx,Pelham Bay Park,Outside Orchard Beach Nature Center,Red-eared slider,Employee,Invasive,Healthy,2,Adult,Terrestrial Reptile or Amphibian,311-03852587,ACC,1,false,false,,,false,false,
09/05/2020 11:30:00 AM,09/05/2020 04:00:00 PM,Manhattan,Central Park,Lawn off east drive near Resevior,Eastern Gray Squirrel,Public,Native,N/A,1,Juvenile,Small Mammals-non RVS,,Unfounded,0,false,false,,,false,false,
09/05/2020 10:10:00 AM,09/05/2020 10:30:00 AM,Queens,Alley Pond Park,"40.743015, -73.740140",Raccoon,Central,Native,Unhealthy,1.5,Adult,Small Mammals-RVS,311-03850588,ACC,1,false,false,,,false,false,102278
09/05/2020 10:15:00 AM,09/05/2020 10:15:00 AM,Manhattan,Inwood Hill Park,Next to the boathouse and Marsh,Canada Goose,Observed by Ranger,Native,Unhealthy,1,Adult,Birds,311-03851088,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
09/05/2020 01:15:00 PM,09/05/2020 01:15:00 PM,Manhattan,Central Park,"North of the Reservoir, south of transverse, in the middle, under a tree",Eastern Gray Squirrel,Public,Native,N/A,0.25,Infant,Small Mammals-non RVS,,Advised/Educated others,1,false,false,,,false,false,
09/05/2020 09:40:00 AM,09/05/2020 09:40:00 AM,Manhattan,Central Park,West Drive and just south of the 79th street transverse,Eastern Gray Squirrel,Public,Native,DOA,0.25,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,
09/03/2020 03:00:00 PM,09/03/2020 03:15:00 PM,Staten Island,Ocean Breeze Track & Field Athletic Complex,Across street near guardrail,Wild Turkey,Employee,Native,DOA,0.5,Adult,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,
09/03/2020 02:00:00 PM,09/03/2020 02:00:00 PM,Staten Island,High Rock Park,Altamount House,Snake (Unknown),Employee,Native,N/A,0.5,Adult,Terrestrial Reptile or Amphibian,,Unfounded,0,true,false,,,false,false,
